EmployeeID,Name,Department,JobRole,Age,Gender,Education,EducationField,MaritalStatus,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,MonthlyIncome,PerformanceRating,JobSatisfaction,Attrition,OverTime,TrainingTimesLastYear
216,Employee_216,Sales,Consultant,51,Male,Bachelors,Medical,Single,2005-09-14,9,11,5,7,3770,5,1,No,Yes,7
217,Employee_217,Operations,Team Lead,39,Female,High School,Human Resources,Divorced,2022-04-07,9,12,0,11,10659,5,3,No,Yes,1
218,Employee_218,Operations,Manager,58,Male,High School,Life Sciences,Divorced,2001-02-13,0,8,1,8,19827,3,3,No,No,8
219,Employee_219,HR,Manager,52,Other,Bachelors,Other,Divorced,2005-12-14,3,4,2,5,13622,3,3,No,Yes,6
220,Employee_220,Operations,Executive,24,Other,PhD,Life Sciences,Divorced,2012-10-03,2,13,2,5,12323,3,2,No,Yes,8
221,Employee_221,IT,Developer,34,Other,PhD,Human Resources,Divorced,2009-02-15,2,2,9,5,18652,3,3,No,Yes,5
222,Employee_222,Operations,Team Lead,21,Female,Masters,Life Sciences,Married,2010-09-15,12,8,2,1,5415,4,2,No,Yes,7
223,Employee_223,Finance,Manager,39,Other,Bachelors,Other,Single,2014-11-10,11,11,4,4,9816,5,2,No,Yes,2
224,Employee_224,IT,Developer,52,Female,Masters,Human Resources,Married,2011-04-16,16,12,8,6,12941,2,2,No,Yes,6
225,Employee_225,Marketing,Consultant,28,Other,Bachelors,Other,Married,2005-09-23,18,13,5,7,16560,4,3,Yes,No,4
226,Employee_226,Finance,Team Lead,25,Female,Bachelors,Marketing,Divorced,2007-03-22,9,0,8,14,16248,5,1,No,Yes,4
227,Employee_227,Sales,Consultant,28,Other,High School,Medical,Single,2001-10-12,10,1,2,7,6884,1,4,No,No,6
228,Employee_228,IT,Developer,26,Female,Bachelors,Life Sciences,Married,2004-10-05,7,3,8,14,8179,3,4,No,No,0
229,Employee_229,Marketing,Manager,55,Other,High School,Life Sciences,Divorced,2022-01-14,19,12,3,4,8562,3,1,No,No,1
230,Employee_230,Sales,Developer,31,Male,PhD,Life Sciences,Divorced,2021-01-05,6,5,6,4,4330,3,2,No,No,9
231,Employee_231,Operations,Consultant,33,Male,PhD,Marketing,Divorced,2017-06-28,1,2,0,5,18697,5,4,No,No,9
232,Employee_232,Operations,Analyst,45,Female,Bachelors,Human Resources,Single,2000-05-08,11,9,9,3,14132,1,4,Yes,No,4
233,Employee_233,HR,Developer,49,Female,PhD,Other,Married,2005-04-23,6,2,2,7,15495,1,4,No,No,5
234,Employee_234,Marketing,Consultant,40,Other,Bachelors,Human Resources,Married,2011-06-25,21,8,3,6,8410,4,2,No,No,5
235,Employee_235,Sales,Analyst,55,Female,Masters,Marketing,Single,2007-07-04,23,2,7,12,10483,4,1,No,No,5
236,Employee_236,IT,Consultant,46,Female,PhD,Medical,Single,2003-02-11,7,4,0,1,13797,5,4,No,No,6
237,Employee_237,Sales,Team Lead,40,Female,Bachelors,Other,Divorced,2010-12-01,7,12,6,5,14524,4,1,No,No,1
238,Employee_238,Marketing,Consultant,59,Other,Masters,Marketing,Divorced,2009-04-28,14,2,3,5,8185,4,2,Yes,Yes,8
239,Employee_239,HR,Manager,26,Other,Masters,Other,Married,2010-09-20,15,0,2,11,15076,3,3,No,No,2
240,Employee_240,HR,Developer,37,Male,Bachelors,Life Sciences,Divorced,2003-11-07,3,4,7,3,19896,4,4,No,Yes,8
241,Employee_241,Marketing,Developer,47,Male,PhD,Medical,Divorced,2007-08-14,8,14,4,5,17206,4,4,No,No,7
242,Employee_242,Operations,Consultant,39,Other,PhD,Technical Degree,Single,2003-10-31,23,4,5,9,18926,4,1,No,No,0
243,Employee_243,IT,Consultant,52,Male,Bachelors,Medical,Married,2019-09-18,3,10,1,13,11366,5,2,No,Yes,6
244,Employee_244,HR,Developer,43,Male,High School,Other,Divorced,2016-01-04,17,2,0,8,4295,4,1,No,No,5
245,Employee_245,Finance,Manager,58,Female,PhD,Marketing,Divorced,2004-03-16,0,8,6,11,17349,2,3,No,No,8
246,Employee_246,Operations,Consultant,51,Male,PhD,Other,Divorced,2013-12-04,11,9,7,9,5309,2,3,Yes,No,3
247,Employee_247,Finance,Developer,36,Other,PhD,Life Sciences,Single,2019-05-23,17,11,2,11,5307,4,1,Yes,No,1
248,Employee_248,HR,Team Lead,23,Other,Bachelors,Other,Married,2015-06-28,20,11,5,8,14042,2,1,No,No,4
249,Employee_249,IT,Team Lead,36,Female,Bachelors,Medical,Single,2018-04-30,10,3,0,0,15484,3,3,No,No,4
250,Employee_250,IT,Team Lead,36,Male,Bachelors,Human Resources,Divorced,2002-04-01,20,2,3,10,19024,5,3,Yes,No,1
251,Employee_251,IT,Team Lead,24,Male,Masters,Medical,Married,2020-08-03,12,12,1,6,13085,4,2,No,No,1
252,Employee_252,IT,Executive,25,Other,PhD,Technical Degree,Divorced,2012-02-27,17,4,0,11,4823,2,1,No,No,7
253,Employee_253,IT,Executive,48,Male,High School,Other,Married,2004-07-03,3,13,2,3,16267,3,1,No,No,8
254,Employee_254,Sales,Team Lead,43,Female,PhD,Other,Single,2003-10-24,23,6,1,1,16884,3,2,Yes,No,0
255,Employee_255,HR,Developer,39,Female,Masters,Other,Single,2019-12-17,0,1,4,7,5192,4,1,No,No,5
256,Employee_256,Marketing,Team Lead,45,Male,PhD,Medical,Divorced,2015-03-19,12,14,8,9,17514,3,2,No,Yes,5
257,Employee_257,Operations,Executive,39,Female,Bachelors,Medical,Divorced,2004-10-09,1,4,7,2,10421,3,3,No,No,6
258,Employee_258,Finance,Executive,23,Male,PhD,Other,Divorced,2010-08-25,14,2,1,1,7106,4,4,Yes,No,5
259,Employee_259,HR,Manager,28,Female,High School,Medical,Single,2020-06-25,1,8,6,8,19967,2,4,No,Yes,0
260,Employee_260,Finance,Manager,46,Male,PhD,Life Sciences,Single,2005-08-08,20,7,2,4,19962,1,3,No,No,5
261,Employee_261,HR,Developer,51,Other,Bachelors,Marketing,Married,2018-12-07,11,8,5,11,14216,5,3,No,No,3
262,Employee_262,HR,Manager,39,Female,PhD,Life Sciences,Married,2011-05-26,17,5,8,7,14359,4,4,Yes,No,0
263,Employee_263,Finance,Analyst,37,Female,Bachelors,Medical,Married,2016-08-12,7,3,2,7,18024,2,2,No,No,9
264,Employee_264,IT,Analyst,21,Female,Masters,Human Resources,Single,2005-10-27,2,11,9,13,7290,3,2,Yes,Yes,5
265,Employee_265,Finance,Consultant,33,Male,Masters,Human Resources,Married,2002-02-05,2,8,9,10,11915,1,4,No,Yes,2
266,Employee_266,Finance,Manager,32,Other,Masters,Human Resources,Divorced,2007-05-15,23,3,1,13,6005,3,3,No,Yes,3
267,Employee_267,Finance,Analyst,52,Male,PhD,Medical,Divorced,2011-09-13,0,3,1,3,3654,1,2,No,Yes,7
268,Employee_268,IT,Consultant,44,Male,PhD,Medical,Single,2013-11-09,3,1,4,10,8672,1,2,No,No,7
269,Employee_269,HR,Executive,54,Male,Masters,Technical Degree,Single,2021-09-06,22,14,5,12,5416,2,3,No,No,2
270,Employee_270,Marketing,Team Lead,44,Female,Masters,Technical Degree,Married,2007-03-02,4,14,3,2,3125,4,3,No,No,3
271,Employee_271,Marketing,Team Lead,29,Male,Bachelors,Marketing,Single,2007-12-17,12,0,5,10,9240,2,4,Yes,No,2
272,Employee_272,HR,Analyst,24,Female,Bachelors,Medical,Single,2022-10-18,12,9,3,5,8709,4,2,No,Yes,7
273,Employee_273,Finance,Executive,45,Male,High School,Medical,Divorced,2010-03-09,2,13,4,6,18803,2,4,Yes,No,2
274,Employee_274,HR,Executive,56,Female,Bachelors,Human Resources,Married,2014-11-13,7,3,6,6,18598,1,1,Yes,Yes,9
275,Employee_275,Sales,Manager,44,Other,PhD,Technical Degree,Single,2004-04-07,20,12,5,4,6768,2,2,Yes,Yes,2
276,Employee_276,HR,Consultant,43,Female,Masters,Other,Married,2005-03-07,5,5,1,6,15489,5,4,No,No,5
277,Employee_277,Sales,Consultant,59,Female,High School,Other,Single,2006-01-10,0,14,8,1,5538,4,4,No,No,2
278,Employee_278,Operations,Executive,35,Other,Masters,Life Sciences,Married,2018-01-02,2,3,9,8,10116,4,1,No,No,4
279,Employee_279,Operations,Executive,45,Male,Masters,Technical Degree,Divorced,2021-03-02,9,3,4,2,16528,2,1,No,No,3
280,Employee_280,Marketing,Executive,30,Female,Masters,Other,Divorced,2021-07-17,19,1,8,14,9040,1,3,No,No,0
281,Employee_281,Marketing,Consultant,30,Female,PhD,Marketing,Divorced,2011-12-16,15,2,4,0,10561,1,2,No,Yes,6
282,Employee_282,Marketing,Team Lead,26,Female,Bachelors,Life Sciences,Divorced,2021-06-06,3,13,2,2,10044,3,4,No,No,5
283,Employee_283,Finance,Analyst,25,Other,Bachelors,Human Resources,Divorced,2007-04-09,20,2,6,4,17747,2,2,Yes,Yes,0
284,Employee_284,Sales,Manager,49,Female,Bachelors,Technical Degree,Married,2014-09-15,15,12,7,0,14336,3,1,No,No,9
285,Employee_285,Sales,Manager,40,Female,PhD,Other,Single,2004-07-25,12,6,4,5,6561,1,2,No,Yes,3
286,Employee_286,Sales,Manager,21,Other,Bachelors,Medical,Divorced,2017-08-28,24,3,8,14,11555,3,4,No,No,8
287,Employee_287,HR,Developer,42,Male,Masters,Other,Single,2002-03-20,3,14,2,11,18555,4,3,No,Yes,6
288,Employee_288,Finance,Analyst,43,Other,PhD,Marketing,Married,2021-04-30,22,2,7,0,4680,4,2,No,Yes,2
289,Employee_289,Operations,Team Lead,46,Male,High School,Marketing,Single,2004-02-28,7,4,1,12,4002,5,4,No,Yes,6
290,Employee_290,Marketing,Consultant,34,Other,Bachelors,Life Sciences,Single,2007-05-21,22,3,9,9,17215,4,3,No,No,0
291,Employee_291,Operations,Analyst,56,Female,PhD,Life Sciences,Single,2008-05-13,17,0,0,5,11181,5,4,No,No,4
292,Employee_292,HR,Manager,32,Other,High School,Marketing,Single,2016-12-21,14,5,6,9,3485,1,2,No,No,0
293,Employee_293,Finance,Team Lead,35,Male,Masters,Technical Degree,Divorced,2020-03-06,12,4,9,0,10131,5,3,No,No,3
294,Employee_294,Marketing,Analyst,36,Male,Masters,Medical,Divorced,2021-11-27,0,6,4,7,8374,2,1,No,Yes,1
295,Employee_295,Sales,Consultant,35,Male,High School,Human Resources,Single,2000-08-07,4,7,6,12,7736,2,2,No,No,9
296,Employee_296,Sales,Executive,28,Female,Masters,Medical,Single,2013-02-18,23,2,2,13,13845,4,1,No,No,1
297,Employee_297,Operations,Analyst,34,Other,PhD,Technical Degree,Married,2015-07-12,11,3,2,1,16373,5,4,Yes,No,5
298,Employee_298,Sales,Consultant,22,Female,Bachelors,Life Sciences,Married,2002-09-20,0,4,0,1,4678,2,1,No,No,7
299,Employee_299,IT,Executive,32,Female,Masters,Human Resources,Single,2021-02-14,12,7,2,1,3375,5,2,No,No,8
300,Employee_300,Sales,Manager,44,Male,PhD,Medical,Divorced,2015-03-16,17,9,0,0,15401,1,4,No,No,5
301,Employee_301,Marketing,Executive,22,Male,Bachelors,Medical,Divorced,2013-11-06,12,14,3,1,18502,3,2,No,No,2
302,Employee_302,HR,Developer,38,Other,PhD,Human Resources,Divorced,2015-01-31,12,6,9,7,8322,2,1,No,No,2
303,Employee_303,HR,Team Lead,24,Male,Masters,Marketing,Divorced,2001-06-07,24,6,4,7,9026,5,3,No,No,2
304,Employee_304,IT,Executive,48,Male,PhD,Human Resources,Single,2020-04-26,5,13,9,12,17072,2,2,Yes,No,2
305,Employee_305,IT,Team Lead,45,Female,Bachelors,Medical,Divorced,2021-01-10,16,4,8,5,13714,2,3,No,Yes,8
306,Employee_306,Marketing,Consultant,27,Other,High School,Human Resources,Married,2008-08-21,23,10,0,14,19822,1,3,No,No,3
307,Employee_307,Finance,Executive,32,Male,Masters,Other,Divorced,2011-08-30,18,14,7,14,12027,2,3,No,No,6
308,Employee_308,IT,Consultant,39,Male,Masters,Medical,Single,2004-08-28,19,3,3,12,19446,3,2,No,No,1
309,Employee_309,Operations,Manager,24,Female,Bachelors,Other,Married,2012-05-24,9,0,3,13,5232,2,2,No,No,6
310,Employee_310,IT,Analyst,22,Male,PhD,Technical Degree,Married,2008-03-09,4,5,0,3,16465,1,1,No,No,6
311,Employee_311,Marketing,Consultant,44,Male,Bachelors,Other,Married,2018-03-19,8,8,7,9,8481,4,2,No,No,3
312,Employee_312,Operations,Executive,31,Other,High School,Marketing,Single,2008-03-13,4,12,4,3,12045,1,4,No,No,3
313,Employee_313,HR,Manager,44,Female,Bachelors,Human Resources,Divorced,2020-01-11,21,1,2,7,12071,1,4,No,Yes,4
314,Employee_314,Marketing,Executive,59,Female,High School,Technical Degree,Married,2005-04-04,13,0,4,7,15903,5,2,No,No,0
315,Employee_315,Sales,Developer,29,Male,Masters,Technical Degree,Single,2018-04-21,22,9,6,11,15473,5,2,No,No,5
316,Employee_316,Finance,Team Lead,27,Female,Bachelors,Marketing,Divorced,2019-05-21,4,4,8,7,8953,4,4,Yes,Yes,6
317,Employee_317,IT,Executive,49,Female,Bachelors,Life Sciences,Married,2020-02-12,15,3,8,9,10676,3,1,No,No,3
318,Employee_318,Finance,Manager,55,Other,Masters,Human Resources,Divorced,2022-04-16,20,13,6,3,5684,2,3,No,No,7
319,Employee_319,Marketing,Manager,44,Female,High School,Other,Single,2014-10-19,1,3,8,1,14406,1,2,No,No,6
320,Employee_320,HR,Analyst,23,Other,High School,Marketing,Single,2020-03-07,13,0,8,2,5803,4,3,Yes,Yes,9
321,Employee_321,Finance,Team Lead,21,Other,PhD,Other,Single,2008-08-03,17,0,2,12,5813,3,2,Yes,Yes,0
322,Employee_322,IT,Consultant,53,Male,Bachelors,Marketing,Married,2014-08-09,5,0,4,2,9604,2,2,No,No,8
323,Employee_323,Sales,Analyst,54,Female,PhD,Medical,Single,2007-11-17,9,7,1,14,15338,5,2,No,Yes,8
324,Employee_324,Finance,Team Lead,30,Male,Masters,Marketing,Divorced,2007-01-21,5,0,9,5,11421,4,2,No,No,0
325,Employee_325,Marketing,Team Lead,35,Female,Bachelors,Marketing,Married,2011-08-13,9,4,4,0,17001,1,1,No,No,7
326,Employee_326,Operations,Executive,31,Female,High School,Human Resources,Divorced,2013-09-11,5,9,6,0,12707,4,1,No,No,0
327,Employee_327,Marketing,Analyst,53,Female,High School,Marketing,Single,2018-03-11,2,14,4,11,18691,2,3,No,No,7
328,Employee_328,Finance,Analyst,52,Other,High School,Other,Single,2020-11-01,24,5,7,2,19344,1,2,No,No,0
329,Employee_329,Marketing,Analyst,58,Female,Masters,Marketing,Divorced,2014-05-22,11,6,9,2,5927,1,2,No,No,9
330,Employee_330,Operations,Manager,40,Female,Masters,Life Sciences,Married,2004-08-12,22,10,1,1,18659,3,2,Yes,Yes,9
331,Employee_331,Finance,Developer,52,Other,PhD,Technical Degree,Single,2003-03-16,19,4,5,3,4044,1,1,Yes,No,1
332,Employee_332,Finance,Executive,28,Male,Masters,Human Resources,Married,2013-08-27,24,8,9,4,7507,2,3,No,No,2
333,Employee_333,HR,Consultant,37,Male,Masters,Life Sciences,Single,2003-11-14,19,0,5,10,14915,2,3,No,Yes,9
334,Employee_334,Marketing,Analyst,56,Other,PhD,Other,Divorced,2016-11-21,2,13,3,2,6771,2,2,No,Yes,3
335,Employee_335,Operations,Team Lead,22,Female,Bachelors,Human Resources,Divorced,2001-11-19,0,6,0,6,11268,1,4,No,No,0
336,Employee_336,HR,Consultant,54,Male,PhD,Technical Degree,Married,2003-01-28,19,5,5,9,15225,5,2,No,No,7
337,Employee_337,Operations,Consultant,31,Other,High School,Marketing,Married,2009-05-25,13,8,8,9,6371,4,2,No,No,6
338,Employee_338,Marketing,Team Lead,34,Other,High School,Marketing,Married,2015-02-21,2,10,0,4,18160,2,2,No,No,1
339,Employee_339,HR,Executive,38,Female,Bachelors,Other,Single,2020-03-06,15,5,5,3,12871,3,3,No,No,8
340,Employee_340,Sales,Manager,30,Male,Bachelors,Medical,Divorced,2016-07-03,13,13,3,1,16395,3,4,No,No,3
341,Employee_341,Marketing,Analyst,43,Other,Bachelors,Technical Degree,Single,2013-12-31,2,1,8,8,9358,1,4,No,No,5
342,Employee_342,HR,Developer,44,Female,Bachelors,Marketing,Married,2022-09-03,5,8,8,2,18241,1,4,Yes,No,8
343,Employee_343,Operations,Manager,31,Other,Bachelors,Human Resources,Single,2011-05-29,8,3,6,8,6071,3,4,Yes,Yes,0
344,Employee_344,Sales,Executive,48,Other,Masters,Other,Married,2004-08-03,0,8,0,0,4302,1,4,No,No,2
345,Employee_345,Sales,Analyst,47,Other,Bachelors,Human Resources,Single,2002-01-21,8,2,2,10,8041,3,2,No,Yes,5
346,Employee_346,Operations,Executive,28,Male,Masters,Medical,Single,2002-01-07,11,10,0,2,17407,4,4,No,No,6
347,Employee_347,Sales,Executive,57,Male,PhD,Marketing,Married,2014-02-14,1,2,4,9,9659,5,4,No,No,8
348,Employee_348,HR,Executive,22,Male,PhD,Human Resources,Single,2000-03-24,10,13,6,14,17151,2,1,No,No,3
349,Employee_349,Sales,Executive,21,Male,Bachelors,Other,Married,2014-07-30,13,10,4,14,6447,4,2,No,No,6
350,Employee_350,IT,Developer,24,Female,Bachelors,Technical Degree,Divorced,2012-10-08,2,4,2,11,3150,1,2,No,No,6
351,Employee_351,Marketing,Executive,23,Other,PhD,Other,Married,2012-01-29,12,7,4,10,13755,4,4,No,No,7
352,Employee_352,IT,Team Lead,46,Other,Masters,Medical,Married,2002-03-31,8,8,8,3,17809,5,4,No,No,4
353,Employee_353,IT,Executive,27,Other,Bachelors,Marketing,Divorced,2019-03-14,7,3,2,2,4873,3,3,Yes,Yes,9
354,Employee_354,Marketing,Developer,42,Other,Bachelors,Other,Single,2021-06-30,8,12,9,5,18405,3,4,Yes,Yes,9
355,Employee_355,IT,Executive,30,Male,Bachelors,Marketing,Married,2022-01-12,7,13,5,6,8668,3,2,No,No,1
356,Employee_356,Sales,Analyst,30,Male,PhD,Medical,Single,2012-05-14,21,7,1,8,4728,1,4,No,No,2
357,Employee_357,Finance,Manager,59,Other,Bachelors,Life Sciences,Single,2012-01-27,24,13,3,8,17525,5,3,Yes,No,0
358,Employee_358,IT,Developer,21,Male,PhD,Other,Married,2013-08-22,15,9,6,6,6650,5,1,No,Yes,6
359,Employee_359,Operations,Consultant,57,Male,Bachelors,Human Resources,Married,2019-06-06,2,4,8,12,14866,1,2,No,Yes,6
360,Employee_360,Marketing,Consultant,31,Male,PhD,Human Resources,Married,2003-04-07,3,8,3,9,18779,2,4,No,No,0
361,Employee_361,HR,Analyst,54,Male,Masters,Medical,Married,2009-06-22,0,12,9,6,10702,3,1,No,No,9
362,Employee_362,HR,Developer,30,Other,Bachelors,Marketing,Divorced,2022-10-27,6,2,2,14,19927,4,1,No,Yes,7
363,Employee_363,Sales,Manager,34,Female,Masters,Life Sciences,Married,2014-06-14,17,7,6,9,8837,4,1,Yes,No,3
364,Employee_364,IT,Team Lead,58,Other,PhD,Technical Degree,Divorced,2011-10-05,16,14,1,10,16813,4,3,No,Yes,7
365,Employee_365,Finance,Manager,22,Female,PhD,Marketing,Married,2008-02-03,7,4,3,2,17218,2,2,No,Yes,8
366,Employee_366,HR,Team Lead,59,Other,Bachelors,Human Resources,Single,2003-07-16,9,13,4,7,12532,1,3,No,No,0
367,Employee_367,Finance,Executive,30,Female,Masters,Medical,Married,2006-01-07,15,7,2,1,9786,1,2,No,Yes,7
368,Employee_368,Operations,Analyst,52,Male,PhD,Life Sciences,Single,2020-05-03,10,14,4,12,15153,3,4,No,Yes,1
369,Employee_369,Sales,Developer,49,Male,Masters,Human Resources,Divorced,2002-08-25,10,10,1,14,13247,2,4,No,Yes,3
370,Employee_370,Operations,Team Lead,21,Other,PhD,Human Resources,Single,2012-12-17,12,12,7,10,11956,4,3,No,No,3
371,Employee_371,Marketing,Consultant,24,Female,Masters,Other,Divorced,2008-05-08,8,9,4,3,15377,1,4,No,Yes,1
372,Employee_372,Marketing,Developer,53,Female,PhD,Marketing,Married,2015-04-04,3,0,7,2,15204,2,2,Yes,No,0
373,Employee_373,Sales,Manager,44,Other,PhD,Medical,Married,2022-05-20,24,8,2,11,12777,5,2,Yes,No,1
374,Employee_374,Operations,Executive,42,Male,Masters,Life Sciences,Single,2011-12-25,2,13,1,11,11257,2,3,No,Yes,3
375,Employee_375,Finance,Manager,30,Male,High School,Marketing,Single,2001-08-30,23,4,8,8,19560,3,3,No,No,1
376,Employee_376,Operations,Team Lead,46,Female,High School,Technical Degree,Single,2014-03-22,9,2,4,5,18590,4,2,No,Yes,6
377,Employee_377,Finance,Analyst,34,Female,Bachelors,Human Resources,Single,2018-07-05,4,1,7,13,12675,1,1,No,Yes,0
378,Employee_378,Finance,Team Lead,32,Female,Bachelors,Marketing,Divorced,2001-08-22,11,2,9,6,11251,1,1,No,No,3
379,Employee_379,Sales,Team Lead,40,Male,High School,Other,Divorced,2017-03-01,1,0,4,5,13074,5,2,No,Yes,7
380,Employee_380,HR,Consultant,54,Other,PhD,Human Resources,Single,2015-03-05,11,5,5,7,10318,5,4,No,Yes,7
381,Employee_381,HR,Manager,55,Female,PhD,Marketing,Married,2009-04-10,20,6,1,0,17310,5,1,No,No,0
382,Employee_382,IT,Team Lead,42,Female,High School,Medical,Single,2006-08-25,5,10,0,12,11789,3,4,Yes,No,4
383,Employee_383,Marketing,Analyst,58,Other,Masters,Other,Divorced,2000-02-15,14,14,1,6,11716,4,2,No,No,8
384,Employee_384,Operations,Executive,37,Male,Masters,Life Sciences,Divorced,2018-01-14,20,9,1,5,3685,5,4,No,Yes,4
385,Employee_385,Marketing,Manager,48,Female,PhD,Medical,Married,2009-08-02,22,6,8,0,13548,4,1,Yes,No,4
386,Employee_386,IT,Team Lead,43,Male,Masters,Human Resources,Divorced,2002-07-06,3,1,6,11,8130,4,4,No,No,5
387,Employee_387,Finance,Developer,36,Female,Masters,Human Resources,Single,2012-10-16,10,2,4,12,12808,5,1,Yes,Yes,7
388,Employee_388,Sales,Executive,43,Other,Bachelors,Marketing,Divorced,2000-09-24,9,3,8,0,4633,4,1,No,No,6
389,Employee_389,Marketing,Manager,57,Other,Masters,Other,Single,2010-01-12,6,9,7,0,3654,1,2,No,No,6
390,Employee_390,Finance,Analyst,56,Female,Bachelors,Marketing,Married,2000-08-22,8,6,9,5,13916,4,4,No,No,6
391,Employee_391,HR,Analyst,43,Other,High School,Marketing,Divorced,2022-08-21,17,9,6,11,9510,4,1,Yes,Yes,0
392,Employee_392,Finance,Executive,51,Other,High School,Human Resources,Married,2009-08-16,14,11,4,2,17580,1,2,No,No,1
393,Employee_393,IT,Analyst,35,Female,PhD,Life Sciences,Single,2009-07-08,10,7,7,5,12146,1,1,No,No,4
394,Employee_394,Sales,Manager,33,Female,Masters,Technical Degree,Married,2004-12-05,24,8,9,14,12263,2,2,Yes,No,4
395,Employee_395,Operations,Manager,34,Male,PhD,Technical Degree,Single,2012-12-09,9,13,4,12,17777,2,1,No,No,9
396,Employee_396,Marketing,Consultant,42,Male,Masters,Technical Degree,Single,2006-09-20,1,5,4,8,9153,5,1,No,Yes,3
397,Employee_397,IT,Manager,29,Male,PhD,Technical Degree,Divorced,2015-03-19,22,6,4,3,13127,3,3,No,Yes,7
398,Employee_398,HR,Consultant,28,Male,PhD,Medical,Divorced,2010-08-30,4,7,1,0,7199,4,3,Yes,No,7
399,Employee_399,HR,Team Lead,34,Other,Bachelors,Life Sciences,Divorced,2006-10-06,19,6,8,10,5641,4,2,No,Yes,7
400,Employee_400,Operations,Analyst,27,Male,Bachelors,Technical Degree,Single,2021-08-08,22,12,9,1,13999,3,2,No,No,8
401,Employee_401,Sales,Team Lead,23,Female,Masters,Life Sciences,Single,2014-01-10,0,12,5,4,16045,5,2,No,Yes,6
402,Employee_402,Operations,Analyst,56,Female,High School,Other,Single,2016-11-02,18,6,1,6,10869,4,4,No,Yes,6
403,Employee_403,Operations,Consultant,43,Male,PhD,Life Sciences,Married,2015-02-23,1,12,0,4,9081,2,2,No,No,7
404,Employee_404,Operations,Analyst,37,Female,PhD,Technical Degree,Single,2015-05-08,17,12,3,11,19987,4,3,No,No,3
405,Employee_405,Marketing,Analyst,45,Male,Masters,Other,Divorced,2007-09-24,13,8,3,14,4654,1,2,Yes,No,7
406,Employee_406,HR,Developer,43,Female,High School,Medical,Divorced,2011-12-05,4,11,4,5,8906,4,2,No,Yes,1
407,Employee_407,IT,Team Lead,31,Female,High School,Marketing,Married,2018-05-24,17,9,3,11,4168,4,1,No,No,3
408,Employee_408,HR,Executive,52,Other,PhD,Marketing,Divorced,2014-12-02,12,5,0,0,5133,1,4,Yes,Yes,9
409,Employee_409,Marketing,Team Lead,21,Other,Masters,Medical,Single,2014-06-26,18,0,1,4,18091,2,2,No,No,0
410,Employee_410,Finance,Consultant,47,Male,Masters,Human Resources,Single,2002-04-22,14,12,5,5,13062,1,3,No,Yes,4
411,Employee_411,HR,Analyst,48,Other,PhD,Technical Degree,Divorced,2002-05-05,22,2,9,0,16244,3,4,No,Yes,6
412,Employee_412,HR,Executive,59,Other,High School,Other,Divorced,2016-02-21,17,4,8,1,3412,2,2,No,No,3
413,Employee_413,HR,Executive,46,Other,Bachelors,Human Resources,Single,2017-07-02,3,8,7,5,12030,4,4,Yes,Yes,1
414,Employee_414,Finance,Executive,29,Male,Bachelors,Life Sciences,Single,2003-02-27,1,0,6,12,6635,1,1,No,No,3
415,Employee_415,Marketing,Developer,50,Male,Bachelors,Marketing,Single,2012-01-13,23,1,6,6,17970,1,4,Yes,Yes,5
416,Employee_416,IT,Manager,23,Female,PhD,Human Resources,Divorced,2019-05-15,11,2,0,1,4852,2,1,No,Yes,8
